account_id,engagement_propensity,p_activate_true,p_convert_true,p_annual_true,p_late_upgrade_true
1090,0.1136,0.236,0.0887,0.0683,
1091,0.1261,0.2759,0.4722,0.075,0.0333
1092,0.2929,0.326,0.1223,0.2353,0.0537
1093,0.1816,0.268,0.1004,0.1122,0.0391
1094,0.1483,0.2871,0.0945,0.0882,0.0355
1095,0.1089,0.2339,0.4637,0.0809,
1096,0.5187,0.5041,0.1796,0.652,0.5962
1097,0.1879,0.3078,0.1015,0.1173,0.0398
1098,0.1932,0.3106,0.1025,0.1217,0.0404
1099,0.2076,0.3183,0.1052,0.1346,0.0421
1100,0.2833,0.3207,0.1203,0.2218,0.0523
1101,0.0855,0.256,0.0843,0.0553,0.0296
1102,0.5251,0.4636,0.6653,0.6635,0.6008
1103,0.1589,0.2925,0.0963,0.0953,0.0366
1104,0.2578,0.3462,0.115,0.1886,0.0486
1105,0.2344,0.2947,0.1103,0.1936,
1106,0.3857,0.3788,0.6006,0.4461,
1107,0.4046,0.4332,0.6097,0.4293,
1108,0.4984,0.447,0.1737,0.6649,
1109,0.3623,0.3652,0.138,0.349,0.0654
1110,0.2496,0.3026,0.1133,0.1787,0.0475
1111,0.1341,0.2799,0.0921,0.0795,0.0341
1112,0.3515,0.3589,0.1355,0.3297,0.0634
1113,0.0592,0.2124,0.0803,0.0453,0.0274
1114,0.3021,0.3717,0.1243,0.2488,
1115,0.4124,0.3947,0.6134,0.4446,
1116,0.2937,0.3264,0.1225,0.2784,
1117,0.2396,0.336,0.1113,0.2002,
1118,0.312,0.3775,0.1265,0.2639,0.0567
1119,0.1244,0.275,0.0905,0.074,0.0331
1120,0.3226,0.3837,0.57,0.3271,
1121,0.4789,0.435,0.1682,0.5768,0.0903
1122,0.3419,0.3952,0.5794,0.362,
1123,0.3668,0.4101,0.1391,0.3573,0.0662
1124,0.2679,0.3124,0.1171,0.2013,
1125,0.1071,0.2665,0.0877,0.0651,0.0315
1126,0.0894,0.2253,0.0849,0.057,0.0299
1127,0.6032,0.5567,0.2059,0.7865,0.1259
1128,0.0616,0.2134,0.0807,0.0461,0.0276
1129,0.1384,0.2474,0.4784,0.0821,0.0345
1130,0.369,0.3691,0.5926,0.3613,0.0666
1131,0.5579,0.5286,0.1914,0.7194,0.1117
1132,0.1972,0.3127,0.1032,0.1252,0.0409
1133,0.1902,0.309,0.1019,0.1192,0.0401
1134,0.0782,0.2204,0.4484,0.0523,0.029
1135,0.1581,0.2921,0.0962,0.0948,0.0365
1136,0.3069,0.3337,0.1254,0.2561,0.0559
1137,0.1756,0.2651,0.0993,0.1075,0.0384
1138,0.1823,0.2683,0.1005,0.1127,0.0392
1139,0.467,0.4718,0.1649,0.5534,0.0874
1140,0.4544,0.42,0.1614,0.5283,0.0844
1141,0.4589,0.4227,0.1627,0.5373,0.0855
1142,0.2514,0.3426,0.5348,0.1809,0.0478
1143,0.1655,0.296,0.0975,0.1,0.0373
1144,0.4262,0.4465,0.1539,0.472,0.0781
1145,0.1362,0.2809,0.4773,0.0808,
1146,0.3187,0.3403,0.128,0.2745,0.0578
1147,0.2726,0.3149,0.118,0.2074,0.0507
1148,0.1808,0.304,0.1002,0.1115,0.039
1149,0.2472,0.3402,0.1128,0.1759,0.0472
1150,0.1557,0.2555,0.487,0.0931,0.0363
1151,0.5201,0.4605,0.18,0.6546,
1152,0.6807,0.5604,0.2324,0.8726,0.7059
1153,0.1937,0.3109,0.506,0.1477,
1154,0.262,0.3486,0.5401,0.1938,0.0492
1155,0.4319,0.4064,0.1554,0.4834,0.5323
1156,0.4028,0.3889,0.6088,0.4257,
1157,0.3206,0.3825,0.569,0.2775,
1158,0.3401,0.3524,0.1328,0.3098,0.0614
1159,0.1168,0.2712,0.0892,0.07,0.0324
1160,0.1936,0.2739,0.506,0.1221,
1161,0.3008,0.3709,0.5593,0.29,
1162,0.0673,0.2158,0.4431,0.0482,0.0281
1163,0.5342,0.4692,0.1842,0.6796,0.6073
1164,0.2804,0.3591,0.1197,0.2178,0.0519
1165,0.3683,0.3686,0.5922,0.412,
1166,0.4355,0.4085,0.1564,0.4906,0.0801
1167,0.3216,0.3831,0.1286,0.3254,
1168,0.0514,0.2401,0.0792,0.0427,0.0268
1169,0.4765,0.4777,0.1675,0.5721,0.0897
1170,0.2768,0.3172,0.1189,0.2129,0.0513
1171,0.1698,0.2982,0.0982,0.1031,0.0378
1172,0.653,0.5871,0.7196,0.8724,
1173,0.1404,0.2483,0.4794,0.0833,
1174,0.1696,0.2981,0.0982,0.1029,0.0378
1175,0.3374,0.3925,0.1322,0.3052,0.061
1176,0.2406,0.2979,0.1115,0.1684,0.0463
1177,0.4788,0.4792,0.1681,0.5766,0.0903
1178,0.2621,0.3486,0.1159,0.1939,0.0492
1179,0.1724,0.2635,0.4954,0.105,0.0381
1180,0.3583,0.405,0.5874,0.3418,0.0646
1181,0.0333,0.232,0.0766,0.0371,0.0254
1182,0.2725,0.3149,0.5453,0.2456,
1183,0.1349,0.2803,0.4766,0.08,0.0341
1184,0.2211,0.3257,0.1077,0.1477,0.0438
1185,0.2083,0.3187,0.1053,0.1353,0.0422
1186,0.3428,0.3539,0.1334,0.3145,0.0619
1187,0.0019,0.1894,0.0722,0.0291,0.0232
1188,0.0395,0.2348,0.0775,0.039,0.0259
1189,0.3185,0.3402,0.1279,0.2741,0.0578
1190,0.0547,0.2105,0.0797,0.0438,0.027
1191,0.2694,0.3528,0.5438,0.2032,0.0503
1192,0.613,0.5184,0.7032,0.7994,
1193,0.4076,0.3918,0.6111,0.4351,0.0742
1194,0.0548,0.2417,0.0797,0.0438,0.0271
1195,0.3335,0.3902,0.1313,0.2987,
1196,0.3855,0.4215,0.1436,0.3923,0.0698
1197,0.1528,0.2894,0.0953,0.0912,0.036
1198,0.0963,0.2283,0.4574,0.06,
1199,0.2564,0.3062,0.1147,0.1869,0.0484
1200,0.4277,0.4474,0.6206,0.475,0.0784
1201,0.5899,0.5484,0.2015,0.7681,
1202,0.1514,0.2887,0.095,0.0903,0.0358
1203,0.1466,0.2512,0.4825,0.1063,
1204,0.3193,0.3818,0.5684,0.2754,0.0579
1205,0.2882,0.3234,0.1213,0.2697,
1206,0.0661,0.2469,0.0813,0.0477,0.028
1207,0.3998,0.4302,0.1472,0.4199,0.0726
1208,0.3285,0.3872,0.5729,0.3376,
1209,0.1463,0.2861,0.0942,0.087,0.0353
1210,0.4381,0.4539,0.1571,0.4958,0.0807
1211,0.1197,0.2727,0.4691,0.0715,0.0327
1212,0.5417,0.5185,0.1865,0.6925,0.107
1213,0.6525,0.5868,0.2225,0.8453,0.6881
1214,0.2112,0.2828,0.5148,0.138,0.0426
1215,0.2066,0.2804,0.105,0.1337,0.042
1216,0.1915,0.3097,0.1022,0.1203,0.0402
1217,0.5938,0.5064,0.2028,0.7736,
1218,0.1812,0.2678,0.1003,0.1118,0.039
1219,0.4533,0.4633,0.1611,0.5262,0.0842
1220,0.3726,0.4137,0.5943,0.368,
1221,0.1373,0.2468,0.0926,0.0814,0.0344
1222,0.2524,0.3431,0.1139,0.1821,0.0479
1223,0.1483,0.2871,0.0945,0.0882,0.0355
1224,0.3127,0.3369,0.5651,0.265,0.0568
1225,0.2379,0.335,0.5281,0.1654,0.0459
1226,0.4145,0.3959,0.6144,0.4488,
1227,0.056,0.211,0.0798,0.0442,0.0271
1228,0.0421,0.2359,0.0778,0.0397,0.0261
1229,0.139,0.2476,0.0929,0.0824,0.0346
1230,0.2278,0.2913,0.109,0.1546,0.0446
1231,0.286,0.3222,0.552,0.2255,0.0527
1232,0.4347,0.4081,0.1562,0.489,0.08
1233,0.081,0.2539,0.4498,0.0535,0.0292
1234,0.1454,0.2506,0.094,0.0864,0.0352
1235,0.376,0.4157,0.596,0.427,
1236,0.2054,0.3172,0.1047,0.1599,
1237,0.1287,0.2772,0.0912,0.0764,0.0335
1238,0.055,0.2418,0.437,0.0439,0.0271
1239,0.2035,0.2789,0.1044,0.1308,0.0416
1240,0.305,0.3326,0.1249,0.2532,0.0556
1241,0.0567,0.2426,0.4378,0.0444,0.0272
1242,0.2909,0.3651,0.1219,0.2325,0.0534
1243,0.2599,0.3081,0.1154,0.1912,0.0489
1244,0.1485,0.2521,0.0945,0.0884,0.0355
1245,0.4878,0.4848,0.1707,0.594,0.0925
1246,0.1967,0.2755,0.1031,0.1248,0.0408
1247,0.1575,0.2563,0.4879,0.0943,0.0365
1248,0.2457,0.3394,0.1125,0.2081,
1249,0.0931,0.2269,0.0855,0.0586,0.0302
1250,0.2305,0.3309,0.1095,0.1574,0.045
1251,0.0725,0.2499,0.0823,0.0501,0.0285
1252,0.3399,0.3523,0.1328,0.3095,0.0614
1253,0.2304,0.3308,0.5243,0.1573,0.045
1254,0.088,0.2572,0.0847,0.0564,0.0298
1255,0.2174,0.3237,0.107,0.144,0.0433
1256,0.0409,0.2048,0.0777,0.0394,0.026
1257,0.221,0.2878,0.1077,0.1476,0.0438
1258,0.1054,0.2323,0.4619,0.0643,
1259,0.2819,0.3599,0.5499,0.2199,
1260,0.0942,0.2602,0.0856,0.0591,0.0303
1261,0.083,0.2549,0.0839,0.0543,0.0294
1262,0.0553,0.2107,0.4372,0.044,0.0271
1263,0.046,0.2377,0.0784,0.0409,0.0264
1264,0.2203,0.3253,0.1076,0.1469,0.0437
1265,0.2954,0.3678,0.5566,0.2389,0.0541
1266,0.0953,0.2607,0.0858,0.0596,0.0304
1267,0.2374,0.2962,0.1109,0.1649,0.0459
1268,0.1998,0.277,0.1037,0.1275,0.0412
1269,0.3762,0.4158,0.1414,0.3747,0.068
1270,0.1271,0.2764,0.0909,0.0755,0.0334
1271,0.191,0.3094,0.1021,0.145,
1272,0.1338,0.2452,0.0921,0.0793,0.034
1273,0.1748,0.3008,0.0991,0.1069,0.0383
1274,0.1119,0.2688,0.0885,0.0675,0.0319
1275,0.1782,0.2663,0.0997,0.1095,0.0387
1276,0.3288,0.3874,0.1302,0.3381,
1277,0.537,0.471,0.1851,0.6845,0.6093
1278,0.3247,0.3437,0.1293,0.2841,
1279,0.3247,0.3849,0.571,0.2841,
1280,0.3694,0.4117,0.1397,0.362,0.0667
1281,0.3016,0.3714,0.5597,0.2913,
1282,0.4193,0.4422,0.1522,0.4583,0.0766
1283,0.1684,0.2975,0.098,0.1021,0.0376
1284,0.5221,0.4617,0.6639,0.6582,0.1015
1285,0.6203,0.5672,0.2115,0.8086,
1286,0.4328,0.4069,0.1557,0.4852,0.5329
1287,0.6712,0.5981,0.7269,0.8639,
1288,0.1012,0.2304,0.4599,0.0623,
1289,0.4946,0.4447,0.6516,0.6071,
1290,0.2281,0.2914,0.1091,0.1549,0.0447
1291,0.6017,0.5557,0.6985,0.7845,0.6544
1292,0.214,0.2842,0.1064,0.1407,0.0429
1293,0.3004,0.3707,0.1239,0.2463,0.0549
1294,0.0786,0.2206,0.4486,0.0646,
1295,0.3548,0.3608,0.1362,0.3355,0.064
1296,0.3893,0.4238,0.6023,0.3996,0.0705
1297,0.0168,0.2247,0.0743,0.0404,
1298,0.1585,0.2568,0.4884,0.1157,
1299,0.3204,0.3412,0.1283,0.2772,0.0581
1300,0.2228,0.2887,0.5206,0.1795,
1301,0.1653,0.2601,0.0975,0.0998,
1302,0.2374,0.3347,0.5278,0.1649,
1303,0.3032,0.3316,0.5605,0.2505,
1304,0.2093,0.2818,0.5138,0.1362,
1305,0.2243,0.2895,0.1083,0.1509,0.0442
1306,0.2405,0.2979,0.1115,0.1683,0.0463
1307,0.3461,0.3977,0.1342,0.3202,0.0625
1308,0.425,0.4022,0.1536,0.4696,0.5271
1309,0.389,0.4236,0.1445,0.399,0.0704
1310,0.4129,0.4383,0.6136,0.4456,
1311,0.1938,0.274,0.5061,0.1223,0.0405
1312,0.5414,0.5183,0.6725,0.692,
1313,0.1005,0.2633,0.0866,0.0619,0.0309
1314,0.3943,0.3839,0.1458,0.4092,0.0715
1315,0.2739,0.3553,0.546,0.2091,
1316,0.5486,0.5228,0.1886,0.7041,0.109
1317,0.3113,0.377,0.5645,0.2628,0.0566
1318,0.5507,0.5241,0.1892,0.7076,
1319,0.0823,0.2222,0.4505,0.054,0.0293
1320,0.3832,0.3774,0.1431,0.3879,0.0693
1321,0.4242,0.4017,0.6189,0.468,0.0777
1322,0.0717,0.2495,0.0822,0.0498,0.0284
1323,0.0467,0.238,0.0785,0.0412,0.0264
1324,0.4156,0.3966,0.1512,0.4509,
1325,0.1665,0.2965,0.0977,0.1007,0.0374
1326,0.5404,0.4731,0.1861,0.6903,0.1066
1327,0.2365,0.3342,0.1107,0.1639,0.0458
1328,0.1785,0.3028,0.4984,0.1097,0.0387
1329,0.1423,0.284,0.0935,0.0845,0.0349
1330,0.0554,0.242,0.0798,0.044,0.0271
1331,0.6181,0.5658,0.7053,0.8379,
1332,0.0978,0.2289,0.4582,0.0607,
1333,0.2275,0.3292,0.109,0.1542,0.0446
1334,0.3662,0.4098,0.5912,0.3562,0.0661
1335,0.277,0.3173,0.5475,0.2132,0.0514
1336,0.0267,0.1991,0.0756,0.0353,0.0249
1337,0.2961,0.3682,0.557,0.24,0.0542
1338,0.4792,0.4794,0.6445,0.5774,
1339,0.6158,0.5202,0.21,0.8029,0.1302
1340,0.2183,0.3242,0.5183,0.1743,
1341,0.2402,0.3363,0.1114,0.168,0.0462
1342,0.3282,0.3456,0.5727,0.2899,0.0594
1343,0.3762,0.3733,0.5961,0.4274,
1344,0.2743,0.3158,0.1184,0.2096,0.051
1345,0.0812,0.254,0.4499,0.0536,0.0292
1346,0.3285,0.3872,0.1302,0.2903,0.0594
1347,0.3015,0.3307,0.5596,0.2479,0.0551
1348,0.3411,0.353,0.579,0.3115,
1349,0.4219,0.4003,0.6179,0.4634,0.0772
1350,0.1109,0.2683,0.0883,0.067,0.0319
1351,0.1368,0.2812,0.0926,0.0811,0.0343
1352,0.3607,0.3642,0.5886,0.3974,
1353,0.6124,0.518,0.703,0.7986,
1354,0.1212,0.2394,0.09,0.0885,
1355,0.4372,0.4533,0.6251,0.494,0.0805
1356,0.3665,0.41,0.139,0.3567,0.0661
1357,0.1886,0.3081,0.1016,0.1179,0.0399
1358,0.1952,0.2747,0.1028,0.1235,0.0406
1359,0.0069,0.2204,0.0729,0.0303,0.0235
1360,0.0565,0.2425,0.0799,0.0444,0.0272
1361,0.0884,0.2574,0.0847,0.0565,0.0298
1362,0.2994,0.3295,0.5586,0.2877,
1363,0.3447,0.355,0.1339,0.3178,0.0622
1364,0.1904,0.3091,0.102,0.1194,0.0401
1365,0.4769,0.4338,0.1676,0.5729,0.0898
1366,0.2746,0.3557,0.1184,0.21,0.051
1367,0.1816,0.3044,0.1004,0.1122,0.0391
1368,0.1164,0.2373,0.0892,0.0698,0.0324
1369,0.0712,0.2493,0.0821,0.0496,0.0284
1370,0.3976,0.3859,0.1466,0.4156,0.0721
1371,0.2681,0.352,0.1171,0.2015,0.0501
1372,0.5836,0.5445,0.6908,0.759,
1373,0.0888,0.225,0.4537,0.0567,
1374,0.1217,0.2397,0.09,0.0726,0.0329
1375,0.6087,0.5157,0.7014,0.8274,
1376,0.0336,0.2018,0.0766,0.0372,0.0254
1377,0.4653,0.4267,0.1644,0.55,0.087
1378,0.1107,0.2347,0.0883,0.0669,0.0318
1379,0.1441,0.25,0.0938,0.0856,0.0351
1380,0.2676,0.3122,0.5429,0.2009,0.05
1381,0.3488,0.3993,0.1348,0.3249,0.0629
1382,0.1006,0.2302,0.0867,0.062,0.0309
1383,0.2268,0.2907,0.1088,0.1535,0.0445
1384,0.0702,0.2488,0.4445,0.0606,
1385,0.5497,0.5235,0.1889,0.706,0.6184
1386,0.2476,0.3016,0.5329,0.1764,0.0472
1387,0.285,0.3216,0.1206,0.2241,0.0526
1388,0.2913,0.3251,0.5546,0.233,
1389,0.5185,0.504,0.1795,0.6517,0.1005
1390,0.0114,0.2224,0.0735,0.0314,0.0238
1391,0.2686,0.3128,0.1172,0.2022,0.0502
1392,0.3386,0.3932,0.1325,0.3073,0.0612
1393,0.2492,0.3413,0.1132,0.1783,0.0475
1394,0.2114,0.2829,0.1059,0.1382,0.0426
1395,0.252,0.3039,0.1138,0.1816,0.0478
1396,0.2701,0.3136,0.1175,0.2041,0.0504
1397,0.0812,0.2217,0.0836,0.0536,
1398,0.324,0.3433,0.5707,0.283,0.0587
1399,0.2638,0.3496,0.1162,0.196,0.0495
1400,0.101,0.2304,0.0867,0.0622,0.0309
1401,0.2768,0.357,0.1189,0.2521,
1402,0.4738,0.4319,0.1668,0.5668,
1403,0.6125,0.5624,0.2089,0.7987,0.129
1404,0.4446,0.4579,0.1588,0.5088,0.0822
1405,0.0409,0.2354,0.0777,0.0394,0.026
1406,0.0909,0.2586,0.0851,0.0576,0.0301
1407,0.1948,0.3114,0.1028,0.1231,0.0406
1408,0.2723,0.3544,0.118,0.207,0.0507
1409,0.3766,0.3735,0.5963,0.4282,
1410,0.2082,0.2812,0.1053,0.1352,0.0422
1411,0.1664,0.2964,0.0976,0.1006,0.0374
1412,0.14,0.2828,0.4792,0.1014,
1413,0.298,0.3693,0.1234,0.2427,0.0545
1414,0.1369,0.2467,0.0926,0.0812,0.0343
1415,0.1575,0.2563,0.4879,0.0943,0.0365
1416,0.1213,0.2735,0.09,0.0723,
1417,0.2303,0.3308,0.5243,0.1572,0.045
1418,0.6134,0.5187,0.2092,0.7999,0.6623
1419,0.3199,0.341,0.5687,0.2764,
1420,0.1699,0.2623,0.4941,0.1032,
1421,0.3262,0.3445,0.1297,0.2866,0.0591
1422,0.5697,0.5359,0.6848,0.7381,
1423,0.3339,0.3904,0.1314,0.2993,0.0604
1424,0.4788,0.4349,0.6443,0.6291,
1425,0.3169,0.3803,0.5672,0.3172,
1426,0.3036,0.3725,0.1246,0.2511,0.0554
1427,0.1942,0.2742,0.5063,0.1226,
1428,0.2942,0.3671,0.1226,0.2372,0.0539
1429,0.5572,0.4836,0.6794,0.7183,
1430,0.0604,0.2443,0.0805,0.0457,0.0275
1431,0.6985,0.6144,0.2388,0.8876,0.7169
1432,0.1552,0.2906,0.0957,0.0928,0.0362
1433,0.5251,0.4636,0.6653,0.6635,0.1023
1434,0.3847,0.3782,0.1434,0.3908,0.0696
1435,0.3776,0.4167,0.1417,0.3773,
1436,0.2287,0.3299,0.5235,0.1555,
1437,0.1443,0.2501,0.4813,0.0857,
1438,0.3918,0.3824,0.1452,0.4044,0.071
1439,0.4192,0.3987,0.1521,0.4581,0.0766
1440,0.5528,0.5254,0.6775,0.7111,0.1102
1441,0.1467,0.2863,0.0942,0.0872,0.0353
1442,0.3951,0.3844,0.6051,0.4648,
1443,0.2978,0.3287,0.1234,0.2425,0.0545
1444,0.558,0.4841,0.6798,0.7196,
1445,0.1602,0.2576,0.4893,0.0962,0.0367
1446,0.3039,0.332,0.1247,0.2515,0.0554
1447,0.3968,0.4284,0.1464,0.414,0.072
1448,0.3219,0.3421,0.1287,0.2796,0.0583
1449,0.0287,0.1999,0.0759,0.0358,0.0251
1450,0.4479,0.416,0.6301,0.5154,
1451,0.3243,0.3847,0.1292,0.2835,0.0587
1452,0.0394,0.2042,0.4293,0.0389,
1453,0.2501,0.3418,0.5342,0.1793,0.0476
1454,0.2301,0.3307,0.1095,0.157,0.0449
1455,0.3589,0.3632,0.1372,0.3429,0.0648
1456,0.0324,0.2014,0.0764,0.0369,0.0253
1457,0.235,0.3334,0.1104,0.1622,0.0456
1458,0.0894,0.2579,0.0849,0.057,0.0299
1459,0.2656,0.3506,0.1166,0.1983,0.0497
1460,0.4432,0.4132,0.6279,0.5606,
1461,0.3405,0.3526,0.5788,0.3594,
1462,0.3269,0.3862,0.1298,0.2877,0.0592
1463,0.4079,0.4352,0.1492,0.4357,0.0742
1464,0.0407,0.2047,0.0776,0.0393,0.026
1465,0.2861,0.3222,0.552,0.2257,0.0527
1466,0.2343,0.333,0.1103,0.1615,0.0455
1467,0.4031,0.4323,0.148,0.4263,0.0733
1468,0.0592,0.2124,0.4391,0.0558,
1469,0.2681,0.352,0.1171,0.2015,0.0501
1470,0.2208,0.2877,0.5196,0.1474,
1471,0.0174,0.1954,0.0744,0.0328,0.0243
1472,0.5234,0.4625,0.181,0.6605,0.1019
1473,0.1019,0.2308,0.0869,0.0626,0.031
1474,0.4616,0.4684,0.1634,0.5427,0.0861
1475,0.2167,0.3233,0.5175,0.1433,0.0432
1476,0.312,0.3365,0.5648,0.3087,
1477,0.2778,0.3177,0.1191,0.2143,0.0515
1478,0.3288,0.3874,0.1302,0.2908,0.0595
1479,0.3945,0.384,0.6048,0.4636,
1480,0.2837,0.361,0.5508,0.2626,
1481,0.6051,0.5578,0.6999,0.789,0.1266
1482,0.1947,0.2745,0.1027,0.123,0.0406
1483,0.3279,0.3455,0.13,0.2894,0.0593
1484,0.3056,0.333,0.5617,0.2541,
1485,0.2125,0.321,0.1061,0.1392,0.0427
1486,0.3673,0.4104,0.1392,0.3582,0.0663
1487,0.4019,0.4315,0.1477,0.424,0.073
1488,0.0931,0.2269,0.0855,0.0586,0.0302
1489,0.1121,0.2689,0.0885,0.0676,0.032
1490,0.1284,0.277,0.0912,0.0762,0.0335
1491,0.339,0.3934,0.1326,0.308,0.0612
1492,0.1549,0.2905,0.0956,0.0926,0.0362
1493,0.2036,0.3162,0.1044,0.1309,0.0416
1494,0.4522,0.4626,0.1608,0.524,0.0839
1495,0.6705,0.5977,0.7266,0.8872,
1496,0.2015,0.2779,0.5099,0.1558,
1497,0.3288,0.3874,0.573,0.2908,0.0595
1498,0.0909,0.2586,0.0851,0.0576,0.0301
1499,0.1241,0.2749,0.0904,0.0739,0.0331
1500,0.3186,0.3402,0.1279,0.2743,0.0578
1501,0.5824,0.5438,0.1991,0.7572,0.1192
1502,0.0556,0.2421,0.4373,0.0543,
1503,0.6371,0.5775,0.7132,0.8285,0.678
1504,0.8749,0.7124,0.3086,0.97,0.8113
1505,0.1202,0.239,0.0898,0.0878,
1506,0.1572,0.2917,0.096,0.0941,0.0364
1507,0.3995,0.4301,0.1471,0.4193,0.0725
1508,0.6114,0.5617,0.7025,0.7973,
1509,0.1633,0.2591,0.0971,0.1197,
1510,0.2295,0.2921,0.1093,0.1563,0.0449
1511,0.4112,0.4372,0.1501,0.4422,0.0749
1512,0.1614,0.2582,0.0968,0.097,0.0369
1513,0.2103,0.3198,0.1057,0.1371,0.0425
1514,0.286,0.3222,0.1208,0.2255,0.0527
1515,0.5739,0.494,0.1964,0.7445,0.1166
1516,0.3626,0.3653,0.1381,0.401,
1517,0.0948,0.2605,0.0857,0.0593,0.0304
1518,0.2961,0.3682,0.123,0.24,0.0542
1519,0.1506,0.2531,0.0949,0.0897,0.0357
1520,0.1127,0.2356,0.0886,0.0679,0.032
1521,0.2335,0.2942,0.1101,0.1606,0.0454
1522,0.5137,0.501,0.1781,0.6429,0.0992
1523,0.3838,0.4205,0.1432,0.3891,0.0694
1524,0.0687,0.2164,0.0817,0.0487,0.0282
1525,0.2343,0.2946,0.1103,0.1615,
1526,0.1746,0.2646,0.0991,0.1295,
1527,0.1182,0.2381,0.4683,0.0707,
1528,0.0577,0.2117,0.0801,0.0448,0.0273
1529,0.5894,0.5481,0.6933,0.7674,
1530,0.1457,0.2857,0.482,0.0866,0.0352
1531,0.4595,0.4671,0.6354,0.5385,0.0856
1532,0.4458,0.4586,0.6291,0.5112,0.0824
1533,0.0807,0.2215,0.0836,0.0533,0.0292
1534,0.4444,0.4139,0.1587,0.5084,0.0821
1535,0.6193,0.5666,0.7058,0.8073,0.1314
1536,0.6904,0.5664,0.2358,0.881,0.7119
1537,0.2309,0.2929,0.5246,0.1578,0.045
1538,0.4842,0.4382,0.6468,0.5871,0.0916
1539,0.103,0.2645,0.4607,0.0631,0.0311
1540,0.1842,0.3058,0.1008,0.1142,0.0394
1541,0.4928,0.4879,0.1721,0.6037,
1542,0.2617,0.3091,0.5399,0.1934,
1543,0.2024,0.3155,0.1042,0.1298,0.0415
1544,0.2321,0.2935,0.1099,0.1591,
1545,0.2905,0.3649,0.5542,0.2319,0.0534
1546,0.5363,0.5151,0.1848,0.6832,0.1055
1547,0.3222,0.3423,0.5698,0.2801,0.0584
1548,0.2798,0.3188,0.1195,0.217,0.0518
1549,0.1876,0.271,0.503,0.1417,
1550,0.273,0.3548,0.1181,0.2079,0.0508
1551,0.3206,0.3414,0.569,0.2775,0.0581
1552,0.3171,0.3394,0.1276,0.2719,0.0576
1553,0.3697,0.3695,0.1398,0.3626,0.0667
1554,0.4385,0.4541,0.6257,0.5513,
1555,0.2612,0.3481,0.1157,0.1928,0.0491
1556,0.3651,0.3668,0.1387,0.3541,0.0659
1557,0.185,0.2697,0.101,0.1149,
1558,0.1876,0.271,0.503,0.1417,
1559,0.2572,0.3458,0.1149,0.1878,0.0486
1560,0.112,0.2353,0.0885,0.0675,
1561,0.4794,0.4353,0.1683,0.5777,0.0904
1562,0.1086,0.2337,0.0879,0.0658,0.0316
1563,0.1824,0.2684,0.1005,0.1128,0.0392
1564,0.0832,0.2226,0.0839,0.0544,0.0294
1565,0.1092,0.234,0.088,0.0661,0.0317
1566,0.6839,0.5624,0.7319,0.8754,
1567,0.0895,0.2253,0.0849,0.057,0.0299
1568,0.3377,0.351,0.1323,0.3057,0.061
1569,0.0722,0.2178,0.4455,0.05,0.0285
1570,0.0373,0.2033,0.0771,0.0383,0.0257
1571,0.1618,0.2584,0.4901,0.1184,
1572,0.1682,0.2615,0.098,0.1019,0.0376
1573,0.1643,0.2953,0.4913,0.0991,0.0372
1574,0.29,0.3646,0.1217,0.2312,0.0533
1575,0.1132,0.2695,0.0887,0.0681,0.0321
1576,0.087,0.2242,0.4528,0.056,0.0297
1577,0.3139,0.3786,0.1269,0.2669,0.057
1578,0.28,0.3189,0.1196,0.2173,0.0518
1579,0.3791,0.4176,0.5975,0.4331,
1580,0.1193,0.2386,0.0897,0.0713,0.0326
1581,0.1567,0.2914,0.096,0.0938,0.0364
1582,0.347,0.3563,0.1344,0.3715,
1583,0.4074,0.3917,0.1491,0.4348,0.0741
1584,0.0431,0.2057,0.078,0.04,0.0261
1585,0.354,0.3604,0.1361,0.3341,0.0639
1586,0.2902,0.3647,0.5541,0.2315,
1587,0.2325,0.332,0.5254,0.1595,0.0452
1588,0.4738,0.4319,0.642,0.6197,
1589,0.2394,0.3358,0.1113,0.1671,0.0461
1590,0.4708,0.4742,0.1659,0.5609,0.0883
1591,0.1991,0.3138,0.1036,0.1269,0.0411
1592,0.1151,0.2704,0.089,0.0691,0.0322
1593,0.4473,0.4596,0.6298,0.5142,
1594,0.4477,0.4159,0.1596,0.515,0.544
1595,0.0885,0.2249,0.4536,0.0566,
1596,0.2157,0.2851,0.1067,0.1423,0.0431
1597,0.4108,0.3937,0.15,0.4414,0.0748
1598,0.0739,0.2506,0.4463,0.0507,0.0286
1599,0.478,0.4787,0.644,0.6276,
1600,0.1658,0.2603,0.0975,0.1002,0.0373
1601,0.3704,0.4123,0.14,0.3639,0.0669
1602,0.4007,0.3877,0.6078,0.4216,
1603,0.1086,0.2672,0.4635,0.0807,
1604,0.1818,0.3045,0.1004,0.1362,
1605,0.5745,0.4944,0.1966,0.7454,
1606,0.5013,0.4932,0.1745,0.6198,
1607,0.324,0.3845,0.5707,0.3296,
1608,0.2071,0.2807,0.1051,0.1341,0.0421
1609,0.4184,0.4417,0.1519,0.4565,0.5222
1610,0.3371,0.3507,0.5771,0.3047,0.0609
1611,0.069,0.2165,0.0818,0.0488,0.0282
1612,0.4772,0.4782,0.6436,0.5734,
1613,0.449,0.4606,0.6306,0.5176,0.0832
1614,0.04,0.235,0.0775,0.0391,0.0259
1615,0.4139,0.4389,0.1508,0.4476,0.0755
1616,0.2781,0.3179,0.5481,0.2147,
